Name,Maker,Sector,Industry,Price,Collection,Ticked
SEB,Seaboard Corp.,Conglomerates,Conglomerates,WIKI/SEB,stocks/seb,FALSE
SEAS,"SeaWorld Entertainment, Inc.",Services,Sporting Activities,WIKI/SEAS,stocks/seas,FALSE
SEE,Sealed Air Corporation,Consumer Goods,Packaging & Containers,WIKI/SEE,stocks/see,FALSE
SEIC,SEI Investments Co.,Financial,Asset Management,WIKI/SEIC,stocks/seic,FALSE
SEM,Select Medical Holdings Corporation,Healthcare,Hospitals,WIKI/SEM,stocks/sem,FALSE
SEMG,SemGroup Corporation,Basic Materials,Oil & Gas Pipelines,WIKI/SEMG,stocks/semg,FALSE
SENEA,Seneca Foods Corp.,Consumer Goods,Processed & Packaged Goods,WIKI/SENEA,stocks/senea,FALSE
SENEB,Seneca Foods Corp.,Consumer Goods,Processed & Packaged Goods,NA,stocks/seneb,FALSE
SEV,"Sevcon, Inc.",Technology,Semiconductor - Integrated Circuits,NA,stocks/sev,FALSE
SF,Stifel Financial Corp.,Financial,Investment Brokerage - Regional,WIKI/SF,stocks/sf,FALSE
SFE,"Safeguard Scientifics, Inc.",Services,Business Services,WIKI/SFE,stocks/sfe,FALSE
SFG,StanCorp Financial Group Inc.,Financial,Accident & Health Insurance,WIKI/SFG,stocks/sfg,FALSE
SFLY,"Shutterfly, Inc.",Services,Personal Services,WIKI/SFLY,stocks/sfly,FALSE
SFNC,Simmons First National Corporation,Financial,Money Center Banks,WIKI/SFNC,stocks/sfnc,FALSE
SGA,Saga Communications Inc.,Services,Broadcasting - Radio,WIKI/SGA,stocks/sga,FALSE
SGB,Southwest Georgia Financial Corp.,Financial,Regional - Mid-Atlantic Banks,NA,stocks/sgb,FALSE
SGC,Superior Uniform Group Inc.,Consumer Goods,Textile - Apparel Clothing,NA,stocks/sgc,FALSE
SGI,Silicon Graphics International Corp.,Technology,Diversified Computer Systems,WIKI/SGI,stocks/sgi,FALSE
SGEN,Seattle Genetics Inc.,Healthcare,Biotechnology,WIKI/SGEN,stocks/sgen,FALSE
SGMA,SigmaTron International Inc.,Technology,Printed Circuit Boards,NA,stocks/sgma,FALSE
SGMO,Sangamo Biosciences Inc.,Healthcare,Biotechnology,WIKI/SGMO,stocks/sgmo,FALSE
SGNT,"Sagent Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,WIKI/SGNT,stocks/sgnt,FALSE
SGMS,Scientific Games Corporation,Services,Gaming Activities,WIKI/SGMS,stocks/sgms,FALSE
SGY,Stone Energy Corp.,Basic Materials,Independent Oil & Gas,WIKI/SGY,stocks/sgy,FALSE
SGYP,"Synergy Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Other,WIKI/SGYP,stocks/sgyp,FALSE
SHLD,Sears Holdings Corporation,Services,Department Stores,WIKI/SHLD,stocks/shld,FALSE
SHEN,Shenandoah Telecommunications Co.,Technology,Telecom Services - Domestic,WIKI/SHEN,stocks/shen,FALSE
SHLM,"A. Schulman, Inc.",Basic Materials,Chemicals - Major Diversified,WIKI/SHLM,stocks/shlm,FALSE
SHLO,Shiloh Industries Inc.,Industrial Goods,Metal Fabrication,WIKI/SHLO,stocks/shlo,FALSE
SHOO,"Steven Madden, Ltd.",Consumer Goods,Textile - Apparel Footwear & Accessories,WIKI/SHOO,stocks/shoo,FALSE
SHOR,"ShoreTel, Inc.",Technology,Communication Equipment,WIKI/SHOR,stocks/shor,FALSE
SIG,Signet Jewelers Limited,Services,Jewelry Stores,WIKI/SIG,stocks/sig,FALSE
SHOS,"Sears Hometown and Outlet Stores, Inc.",Services,Department Stores,WIKI/SHOS,NA,FALSE
SIGA,"SIGA Technologies, Inc.",Healthcare,Biotechnology,WIKI/SIGA,stocks/siga,FALSE
SIGM,"Sigma Designs, Inc.",Technology,Semiconductor - Specialized,WIKI/SIGM,stocks/sigm,FALSE
SIMG,"Silicon Image, Inc.",Technology,Semiconductor - Broad Line,WIKI/SIMG,stocks/simg,FALSE
SIRO,Sirona Dental Systems Inc.,Healthcare,Medical Appliances & Equipment,WIKI/SIRO,stocks/siro,FALSE
SIVB,SVB Financial Group,Financial,Regional - Pacific Banks,WIKI/SIVB,stocks/sivb,FALSE
SIX,Six Flags Entertainment Corporation,Services,General Entertainment,WIKI/SIX,stocks/six,FALSE
SJI,"South Jersey Industries, Inc.",Utilities,Gas Utilities,WIKI/SJI,stocks/sji,FALSE
SJW,SJW Corp.,Utilities,Water Utilities,WIKI/SJW,stocks/sjw,FALSE
SKH,"Skilled Healthcare Group, Inc.",Healthcare,Long-Term Care Facilities,WIKI/SKH,stocks/skh,FALSE
SKT,Tanger Factory Outlet Centers Inc.,Financial,REIT - Retail,NA,stocks/skt,FALSE
SKUL,"Skullcandy, Inc.",Consumer Goods,Electronic Equipment,WIKI/SKUL,stocks/skul,FALSE
SKX,Skechers USA Inc.,Consumer Goods,Textile - Apparel Footwear & Accessories,WIKI/SKX,stocks/skx,FALSE
SKY,Skyline Corp.,Industrial Goods,Manufactured Housing,NA,stocks/sky,FALSE
SKYW,SkyWest Inc.,Services,Regional Airlines,WIKI/SKYW,stocks/skyw,FALSE
SLAB,Silicon Laboratories Inc.,Technology,Semiconductor - Integrated Circuits,WIKI/SLAB,stocks/slab,FALSE
SLB,Schlumberger Limited,Basic Materials,Oil & Gas Equipment & Services,WIKI/SLB,stocks/slb,FALSE
SLCA,"U.S. Silica Holdings, Inc.",Basic Materials,Industrial Metals & Minerals,WIKI/SLCA,stocks/slca,FALSE
SLG,SL Green Realty Corp.,Financial,REIT - Retail,NA,stocks/slg,FALSE
SLGN,Silgan Holdings Inc.,Consumer Goods,Packaging & Containers,WIKI/SLGN,stocks/slgn,FALSE
SLH,Solera Holdings Inc.,Technology,Business Software & Services,WIKI/SLH,stocks/slh,FALSE
SLI,SL Industries Inc.,Technology,Diversified Electronics,NA,stocks/sli,FALSE
SLM,SLM Corporation,Financial,Credit Services,WIKI/SLM,stocks/slm,FALSE
SLMAP,SLM Corporation,,,NA,NA,FALSE
SLP,"Simulations Plus, Inc.",Technology,Business Software & Services,NA,stocks/slp,FALSE
SLTC,"Selectica, Inc.",Technology,Internet Software & Services,NA,stocks/sltc,FALSE
SLTM,"Solta Medical, Inc.",,,NA,stocks/sltm,FALSE
SLXP,Salix Pharmaceuticals Ltd.,Healthcare,Drugs - Generic,WIKI/SLXP,stocks/slxp,FALSE
SM,SM Energy Company,Basic Materials,Independent Oil & Gas,WIKI/SM,stocks/sm,FALSE
SMA,"Symmetry Medical, Inc.",Healthcare,Medical Appliances & Equipment,WIKI/SMA,stocks/sma,FALSE
SMED,Sharps Compliance Corp.,Industrial Goods,Waste Management,NA,stocks/smed,FALSE
SMCI,"Super Micro Computer, Inc.",Technology,Networking & Communication Devices,WIKI/SMCI,stocks/smci,FALSE
SMG,The Scotts Miracle-Gro Company,Basic Materials,Agricultural Chemicals,WIKI/SMG,stocks/smg,FALSE
SMIT,"Schmitt Industries, Inc.",Technology,Scientific & Technical Instruments,NA,stocks/smit,FALSE
SMLP,"Summit Midstream Partners, LP",Utilities,Gas Utilities,NA,stocks/smlp,FALSE
SMMF,Summit Financial Group Inc.,Financial,Regional - Mid-Atlantic Banks,NA,stocks/smmf,FALSE
SMP,Standard Motor Products Inc.,Consumer Goods,Auto Parts,WIKI/SMP,stocks/smp,FALSE
SMPL,"Simplicity Bancorp, Inc.",Financial,Savings & Loans,NA,stocks/smpl,FALSE
SMRT,Stein Mart Inc.,Services,Apparel Stores,WIKI/SMRT,stocks/smrt,FALSE
SMSI,Smith Micro Software Inc.,Technology,Application Software,NA,stocks/smsi,FALSE
SMTC,Semtech Corporation,Technology,Semiconductor - Integrated Circuits,WIKI/SMTC,stocks/smtc,FALSE
SMTX,SMTC Corporation,Technology,Printed Circuit Boards,NA,stocks/smtx,FALSE
SN,Sanchez Energy Corporation,Basic Materials,Independent Oil & Gas,WIKI/SN,stocks/sn,FALSE
SNA,Snap-on Inc.,Industrial Goods,Small Tools & Accessories,WIKI/SNA,stocks/sna,FALSE
SNAK,"Inventure Foods, Inc.",Consumer Goods,Processed & Packaged Goods,WIKI/SNAK,stocks/snak,FALSE
SNBC,Sun Bancorp Inc.,Financial,Regional - Northeast Banks,WIKI/SNBC,stocks/snbc,FALSE
SNCR,"Synchronoss Technologies, Inc.",Technology,Application Software,WIKI/SNCR,stocks/sncr,FALSE
SNDK,SanDisk Corp.,Technology,Data Storage Devices,WIKI/SNDK,stocks/sndk,FALSE
SNFCA,Security National Financial Corp.,Financial,Credit Services,NA,stocks/snfca,FALSE
SNH,Senior Housing Properties Trust,Financial,REIT - Healthcare Facilities,NA,stocks/snh,FALSE
SNI,"Scripps Networks Interactive, Inc.",Services,Broadcasting - TV,WIKI/SNI,stocks/sni,FALSE
SNMX,Senomyx Inc.,Basic Materials,Specialty Chemicals,NA,stocks/snmx,FALSE
SNPS,Synopsys Inc.,Technology,Semiconductor Equipment & Materials,WIKI/SNPS,stocks/snps,FALSE
SNTA,Synta Pharmaceuticals Corp.,Healthcare,Biotechnology,WIKI/SNTA,stocks/snta,FALSE
SNTS,"Santarus, Inc.",,,NA,stocks/snts,FALSE
SNSS,"Sunesis Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/SNSS,stocks/snss,FALSE
SNV,Synovus Financial Corporation,Financial,Regional - Mid-Atlantic Banks,WIKI/SNV,stocks/snv,FALSE
SNX,SYNNEX Corp.,Services,Business Services,WIKI/SNX,stocks/snx,FALSE
SO,Southern Company,Utilities,Diversified Utilities,WIKI/SO,stocks/so,FALSE
SOCB,Southcoast Financial Corp.,Financial,Regional - Southeast Banks,NA,stocks/socb,FALSE
SOFO,"Sonic Foundry, Inc.",Technology,Application Software,NA,stocks/sofo,FALSE
SOHU,Sohu.com Inc.,Technology,Internet Information Providers,NA,stocks/sohu,FALSE
SON,Sonoco Products Co.,Consumer Goods,Packaging & Containers,WIKI/SON,stocks/son,FALSE
SONA,Southern National Bancorp of Virginia Inc.,Financial,Regional - Mid-Atlantic Banks,NA,stocks/sona,FALSE
SONC,Sonic Corp.,Services,Restaurants,WIKI/SONC,stocks/sonc,FALSE
SONS,"Sonus Networks, Inc.",Technology,Communication Equipment,WIKI/SONS,stocks/sons,FALSE
SONT,"Seen On Screen TV, Inc.",,,NA,stocks/sont,FALSE
SORL,"SORL Auto Parts, Inc.",Consumer Goods,Auto Manufacturers - Major,NA,stocks/sorl,FALSE
SPA,Sparton Corp.,Technology,Diversified Electronics,WIKI/SPA,stocks/spa,FALSE
SPAN,Span-America Medical Systems Inc.,Healthcare,Medical Appliances & Equipment,NA,stocks/span,FALSE
SPAR,Spartan Motors Inc.,Consumer Goods,Trucks & Other Vehicles,WIKI/SPAR,stocks/spar,FALSE
SPB,"Spectrum Brands Holdings, Inc.",Industrial Goods,Industrial Electrical Equipment,WIKI/SPB,stocks/spb,FALSE
SPBC,"SP Bancorp, Inc.",Financial,Credit Services,NA,stocks/spbc,FALSE
SPCHA,Sport Chalet Inc.,,,NA,stocks/spcha,FALSE
SPCHB,Sport Chalet Inc.,Services,Sporting Goods Stores,NA,stocks/spchb,FALSE
SPEX,Spherix Incorporated,Healthcare,Medical Laboratories & Research,NA,stocks/spex,FALSE
SPF,Standard Pacific Corp.,Industrial Goods,Residential Construction,WIKI/SPF,stocks/spf,FALSE
SPG,Simon Property Group Inc.,Financial,REIT - Retail,WIKI/SPG,stocks/spg,FALSE
SPH,"Suburban Propane Partners, L.P.",Utilities,Gas Utilities,NA,stocks/sph,FALSE
SPLK,"Splunk, Inc.",Technology,Application Software,WIKI/SPLK,stocks/splk,FALSE
SPIR,Spire Corp.,Technology,Semiconductor - Broad Line,NA,stocks/spir,FALSE
SPLP,Steel Partners Holdings L.P,Conglomerates,Conglomerates,NA,stocks/splp,FALSE
SPLS,"Staples, Inc.",Services,"Specialty Retail, Other",WIKI/SPLS,stocks/spls,FALSE
SPN,"Superior Energy Services, Inc.",Basic Materials,Oil & Gas Equipment & Services,WIKI/SPN,stocks/spn,FALSE
SPNC,The Spectranetics Corporation,Healthcare,Medical Appliances & Equipment,WIKI/SPNC,stocks/spnc,FALSE
SPPI,"Spectrum Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/SPPI,stocks/sppi,FALSE
SPR,"Spirit AeroSystems Holdings, Inc.",Industrial Goods,Aerospace/Defense Products & Services,WIKI/SPR,stocks/spr,FALSE
SPRO,SmartPros Ltd.,Services,Education & Training Services,NA,stocks/spro,FALSE
SPRT,"Support.com, Inc.",Technology,Internet Software & Services,WIKI/SPRT,stocks/sprt,FALSE
SPSC,"SPS Commerce, Inc.",Technology,Application Software,WIKI/SPSC,stocks/spsc,FALSE
SPU,"SkyPeople Fruit Juice, Inc.",Consumer Goods,Beverages - Soft Drinks,NA,stocks/spu,FALSE
SPTN,Spartan Stores Inc.,Services,Food Wholesale,WIKI/SPTN,stocks/sptn,FALSE
SPW,SPX Corporation,Industrial Goods,Diversified Machinery,WIKI/SPW,stocks/spw,FALSE
SPWR,SunPower Corporation,Technology,Semiconductor - Specialized,WIKI/SPWR,stocks/spwr,FALSE
SQI,"SciQuest, Inc.",Technology,Application Software,WIKI/SQI,stocks/sqi,FALSE
SQNM,Sequenom Inc.,Healthcare,Biotechnology,WIKI/SQNM,stocks/sqnm,FALSE
SR,The Standard Register Company,Consumer Goods,Office Supplies,NA,stocks/sr,FALSE
SRCE,1st Source Corporation,Financial,Regional - Midwest Banks,WIKI/SRCE,stocks/srce,FALSE
SRDX,"SurModics, Inc.",Healthcare,Diagnostic Substances,WIKI/SRDX,stocks/srdx,FALSE
SRCL,"Stericycle, Inc.",Industrial Goods,Waste Management,WIKI/SRCL,stocks/srcl,FALSE
SREV,"ServiceSource International, Inc.",Technology,Business Software & Services,WIKI/SREV,stocks/srev,FALSE
SRE,Sempra Energy,Utilities,Diversified Utilities,WIKI/SRE,stocks/sre,FALSE
SRI,Stoneridge Inc.,Consumer Goods,Auto Parts,WIKI/SRI,stocks/sri,FALSE
SRPT,"Sarepta Therapeutics, Inc.",Healthcare,Biotechnology,WIKI/SRPT,stocks/srpt,FALSE
SRT,"StarTek, Inc.",Services,Business Services,NA,stocks/srt,FALSE
SSD,"Simpson Manufacturing Co., Inc.",Industrial Goods,Small Tools & Accessories,WIKI/SSD,stocks/ssd,FALSE
SSI,Stage Stores Inc.,Services,Apparel Stores,WIKI/SSI,stocks/ssi,FALSE
SSFN,Stewardship Financial Corp.,Financial,Regional - Northeast Banks,NA,stocks/ssfn,FALSE
SSN,Samson Oil & Gas Limited,Basic Materials,Oil & Gas Drilling & Exploration,NA,stocks/ssn,FALSE
SSNC,,Technology,Business Software & Services,WIKI/SSNC,stocks/ssnc,FALSE
SSNI,"Silver Spring Networks, Inc.",Technology,Computer Based Systems,WIKI/SSNI,stocks/ssni,FALSE
SSP,The E. W. Scripps Company,Services,Publishing - Newspapers,WIKI/SSP,stocks/ssp,FALSE
SSS,Sovran Self Storage Inc.,Financial,REIT - Industrial,NA,stocks/sss,FALSE
SSTK,"Shutterstock, Inc.",Services,Business Services,WIKI/SSTK,stocks/sstk,FALSE
SSY,SunLink Health Systems Inc.,Healthcare,Hospitals,NA,stocks/ssy,FALSE
ST,Sensata Technologies Holding NV,Technology,Scientific & Technical Instruments,NA,stocks/st,FALSE
STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies,WIKI/STAA,stocks/staa,FALSE
STAG,"STAG Industrial, Inc.",Financial,REIT - Industrial,NA,NA,FALSE
STBA,,Financial,Regional - Northeast Banks,WIKI/STBA,stocks/stba,FALSE
STBZ,State Bank Financial Corporation,Financial,Money Center Banks,WIKI/STBZ,stocks/stbz,FALSE
STC,Stewart Information Services Corporation,Financial,Property & Casualty Insurance,WIKI/STC,stocks/stc,FALSE
STE,Steris Corp.,Healthcare,Medical Appliances & Equipment,WIKI/STE,stocks/ste,FALSE
STEC,"STEC, Inc.",,,NA,stocks/stec,FALSE
STEI,Stewart Enterprises Inc.,,,NA,stocks/stei,FALSE
STEL,StellarOne Corporation,,,NA,stocks/stel,FALSE
STEM,StemCells Inc.,Healthcare,Biotechnology,NA,stocks/stem,FALSE
STFC,State Auto Financial Corp.,Financial,Property & Casualty Insurance,WIKI/STFC,stocks/stfc,FALSE
STI,"SunTrust Banks, Inc.",Financial,Money Center Banks,WIKI/STI,stocks/sti,FALSE
STJ,St. Jude Medical Inc.,Healthcare,Medical Appliances & Equipment,WIKI/STJ,stocks/stj,FALSE
STL,Sterling Bancorp.,Financial,Savings & Loans,WIKI/STL,stocks/stl,FALSE
SNHY,Sun Hydraulics Corp.,Industrial Goods,Industrial Equipment & Components,WIKI/SNHY,stocks/snhy,FALSE
STLD,Steel Dynamics Inc.,Basic Materials,Steel & Iron,WIKI/STLD,stocks/stld,FALSE
STLY,Stanley Furniture Co. Inc.,Consumer Goods,Home Furnishings & Fixtures,NA,stocks/stly,FALSE
STML,"Stemline Therapeutics, Inc.",Healthcare,Biotechnology,WIKI/STML,stocks/stml,FALSE
STND,Standard Financial Corp.,Financial,Regional - Northeast Banks,NA,stocks/stnd,FALSE
STMP,Stamps.com Inc.,Technology,Application Software,WIKI/STMP,stocks/stmp,FALSE
STNR,Steiner Leisure Ltd.,Services,Personal Services,WIKI/STNR,stocks/stnr,FALSE
STR,Questar Corporation,Utilities,Gas Utilities,WIKI/STR,stocks/str,FALSE
STON,Stonemor Partners LP,Services,Personal Services,NA,stocks/ston,FALSE
STRA,Strayer Education Inc.,Services,Education & Training Services,WIKI/STRA,stocks/stra,FALSE
STRI,"STR Holdings, Inc.",Consumer Goods,Rubber & Plastics,NA,stocks/stri,FALSE
STRL,Sterling Construction Co. Inc.,Industrial Goods,Heavy Construction,WIKI/STRL,stocks/strl,FALSE
STRM,"Streamline Health Solutions, Inc.",Technology,Healthcare Information Services,NA,stocks/strm,FALSE
STRN,Sutron Corporation,Technology,Scientific & Technical Instruments,NA,stocks/strn,FALSE
STRS,Stratus Properties Inc.,Financial,Real Estate Development,NA,stocks/strs,FALSE
STRT,STRATTEC Security Corporation,Consumer Goods,Auto Parts,NA,stocks/strt,FALSE
STRZA,Starz,Services,Entertainment - Diversified,WIKI/STRZA,NA,FALSE
STSA,Sterling Financial Corporation,Financial,Savings & Loans,WIKI/STSA,stocks/stsa,FALSE
STS,Supreme Industries Inc.,Consumer Goods,Trucks & Other Vehicles,NA,stocks/sts,FALSE
STRZB,Starz,,,NA,NA,FALSE
STSI,"Star Scientific, Inc.",Healthcare,Drug Manufacturers - Major,WIKI/STSI,stocks/stsi,FALSE
STX,Seagate Technology Public Limited Company,Technology,Data Storage Devices,WIKI/STX,stocks/stx,FALSE
STXS,Stereotaxis Inc.,Healthcare,Medical Appliances & Equipment,NA,stocks/stxs,FALSE
STZ,Constellation Brands Inc.,Consumer Goods,Beverages - Wineries & Distillers,WIKI/STZ,stocks/stz,FALSE
SUBK,Suffolk Bancorp,Financial,Money Center Banks,WIKI/SUBK,stocks/subk,FALSE
SUI,Sun Communities Inc.,Financial,REIT - Residential,NA,stocks/sui,FALSE
SUMR,"Summer Infant, Inc.",Consumer Goods,Personal Products,NA,stocks/sumr,FALSE
SUNE,"SunEdison, Inc.",Technology,Semiconductor - Integrated Circuits,WIKI/SUNE,NA,FALSE
SUP,"Superior Industries International, Inc.",Consumer Goods,Auto Parts,WIKI/SUP,stocks/sup,FALSE
SUPX,Supertex Inc.,,,WIKI/SUPX,stocks/supx,FALSE
SURG,"Synergetics USA, Inc.",Healthcare,Medical Appliances & Equipment,NA,stocks/surg,FALSE
SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,WIKI/SUPN,stocks/supn,FALSE
SUSP,Susser Petroleum Partners LP,Services,Industrial Equipment Wholesale,NA,stocks/susp,FALSE
SUSQ,"Susquehanna Bancshares, Inc.",Financial,Regional - Mid-Atlantic Banks,WIKI/SUSQ,stocks/susq,FALSE
SUTR,Sutor Technology Group Limited,Basic Materials,Steel & Iron,NA,stocks/sutr,FALSE
SVBL,"Silver Bull Resources, Inc.",Basic Materials,Industrial Metals & Minerals,NA,stocks/svbl,FALSE
SVBI,Severn Bancorp Inc.,Financial,Regional - Mid-Atlantic Banks,NA,stocks/svbi,FALSE
SVT,Servotronics Inc.,Industrial Goods,Industrial Electrical Equipment,NA,stocks/svt,FALSE
SVU,SUPERVALU Inc.,Services,Grocery Stores,WIKI/SVU,stocks/svu,FALSE
SWC,Stillwater Mining Co.,Basic Materials,Industrial Metals & Minerals,WIKI/SWC,stocks/swc,FALSE
SWFT,Swift Transportation Company,Services,Trucking,WIKI/SWFT,stocks/swft,FALSE
SWHC,Smith & Wesson Holding Corporation,Industrial Goods,Aerospace/Defense Products & Services,WIKI/SWHC,stocks/swhc,FALSE
SWI,"SolarWinds, Inc.",Technology,Application Software,WIKI/SWI,stocks/swi,FALSE
SWK,"Stanley Black & Decker, Inc.",Industrial Goods,Machine Tools & Accessories,WIKI/SWK,stocks/swk,FALSE
SWKS,Skyworks Solutions Inc.,Technology,Semiconductor - Integrated Circuits,WIKI/SWKS,stocks/swks,FALSE
SWM,Schweitzer-Mauduit International Inc.,Consumer Goods,Paper & Paper Products,WIKI/SWM,stocks/swm,FALSE
SWN,Southwestern Energy Co.,Basic Materials,Independent Oil & Gas,WIKI/SWN,stocks/swn,FALSE
SWS,"SWS Group, Inc.",Financial,Investment Brokerage - Regional,WIKI/SWS,stocks/sws,FALSE
SWX,Southwest Gas Corporation,Utilities,Gas Utilities,WIKI/SWX,stocks/swx,FALSE
SWY,Safeway Inc.,Services,Grocery Stores,WIKI/SWY,stocks/swy,FALSE
SXC,SunCoke Energy Inc.,Basic Materials,Steel & Iron,WIKI/SXC,stocks/sxc,FALSE
SXE,"Southcross Energy Partners, L.P.",Utilities,Gas Utilities,NA,stocks/sxe,FALSE
SXI,Standex International Corporation,Industrial Goods,Industrial Equipment & Components,WIKI/SXI,stocks/sxi,FALSE
SXL,Sunoco Logistics Partners L.P.,Basic Materials,Oil & Gas Pipelines,NA,stocks/sxl,FALSE
SXT,Sensient Technologies Corporation,Basic Materials,Specialty Chemicals,WIKI/SXT,stocks/sxt,FALSE
SYA,Symetra Financial Corporation,Financial,Life Insurance,WIKI/SYA,stocks/sya,FALSE
SYBT,"Stock Yards Bancorp, Inc.",Financial,Regional - Southeast Banks,WIKI/SYBT,stocks/sybt,FALSE
SYK,Stryker Corporation,Healthcare,Medical Appliances & Equipment,WIKI/SYK,stocks/syk,FALSE
SYKE,"Sykes Enterprises, Incorporated",Technology,Information Technology Services,WIKI/SYKE,stocks/syke,FALSE
SYMC,Symantec Corporation,Technology,Security Software & Services,WIKI/SYMC,stocks/symc,FALSE
SYMM,Symmetricom Inc.,,,NA,stocks/symm,FALSE
SYMX,"Synthesis Energy Systems, Inc.",Basic Materials,Specialty Chemicals,NA,stocks/symx,FALSE
SYN,Synthetic Biologics Inc.,Healthcare,Biotechnology,NA,stocks/syn,FALSE
SYNA,Synaptics Inc.,Technology,Application Software,WIKI/SYNA,stocks/syna,FALSE
SYNC,"Synacor, Inc.",Technology,Internet Information Providers,NA,stocks/sync,FALSE
SYNM,Syntroleum Corp.,Basic Materials,Oil & Gas Refining & Marketing,NA,stocks/synm,FALSE
SYPR,Sypris Solutions Inc.,Consumer Goods,Auto Parts,NA,stocks/sypr,FALSE
SYRG,Synergy Resources Corporation,Basic Materials,Oil & Gas Equipment & Services,WIKI/SYRG,stocks/syrg,FALSE
SYUT,Synutra International Inc.,Consumer Goods,Dairy Products,WIKI/SYUT,stocks/syut,FALSE
SYY,Sysco Corporation,Services,Food Wholesale,WIKI/SYY,stocks/syy,FALSE
SZYM,"Solazyme, Inc.",Basic Materials,Oil & Gas Refining & Marketing,WIKI/SZYM,stocks/szym,FALSE
T,,Technology,Telecom Services - Domestic,WIKI/T,stocks/t,FALSE
TA,TravelCenters of America LLC,Services,"Specialty Retail, Other",NA,stocks/ta,FALSE
TACT,TransAct Technologies Incorporated,Technology,Computer Peripherals,NA,stocks/tact,FALSE
TAIT,Taitron Components Inc.,Services,Electronics Wholesale,NA,stocks/tait,FALSE
TAL,"TAL International Group, Inc.",Services,Rental & Leasing Services,WIKI/TAL,stocks/tal,FALSE
TAP,Molson Coors Brewing Company,Consumer Goods,Beverages - Brewers,WIKI/TAP,stocks/tap,FALSE
TASR,TASER International Inc.,Industrial Goods,Aerospace/Defense Products & Services,WIKI/TASR,stocks/tasr,FALSE
TAST,"Carrols Restaurant Group, Inc.",Services,Restaurants,WIKI/TAST,stocks/tast,FALSE
TAT,TransAtlantic Petroleum Ltd.,Basic Materials,Oil & Gas Drilling & Exploration,NA,NA,FALSE
TAX,"JTH Holding, Inc.",Services,Personal Services,NA,stocks/tax,FALSE
TAYC,Taylor Capital Group Inc.,Financial,Regional - Midwest Banks,WIKI/TAYC,stocks/tayc,FALSE
TAYCP,"Taylor Capital Group, Inc.",,,NA,NA,FALSE
TAYD,Taylor Devices Inc.,Industrial Goods,Diversified Machinery,NA,stocks/tayd,FALSE
TBAC,"Tandy Brands Accessories, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,NA,stocks/tbac,FALSE
TBI,"TrueBlue, Inc.",Services,Staffing & Outsourcing Services,WIKI/TBI,stocks/tbi,FALSE
TBNK,Territorial Bancorp Inc.,Financial,Regional - Pacific Banks,WIKI/TBNK,stocks/tbnk,FALSE
TBOW,"Trunkbow International Holdings, Ltd.",,,NA,stocks/tbow,FALSE
TBIO,Transgenomic Inc.,Technology,Scientific & Technical Instruments,NA,stocks/tbio,FALSE
TC,Thompson Creek Metals Company Inc.,Basic Materials,Industrial Metals & Minerals,NA,stocks/tc,FALSE
TCB,TCF Financial Corporation,Financial,Money Center Banks,WIKI/TCB,stocks/tcb,FALSE
TCBI,Texas Capital BancShares Inc.,Financial,Regional - Southwest Banks,WIKI/TCBI,stocks/tcbi,FALSE
TCBK,TriCo Bancshares,Financial,Regional - Pacific Banks,WIKI/TCBK,stocks/tcbk,FALSE
TCCO,Technical Communications Corporation,Technology,Communication Equipment,NA,stocks/tcco,FALSE
TCI,Transcontinental Realty Investors Inc.,Financial,REIT - Diversified,NA,stocks/tci,FALSE
TCO,"Taubman Centers, Inc.",Financial,REIT - Retail,NA,stocks/tco,FALSE
TCP,"TC PipeLines, LP",Basic Materials,Oil & Gas Pipelines,NA,stocks/tcp,FALSE
TDC,Teradata Corporation,Technology,Data Storage Devices,WIKI/TDC,stocks/tdc,FALSE
TDW,Tidewater Inc.,Basic Materials,Oil & Gas Equipment & Services,WIKI/TDW,stocks/tdw,FALSE
TDG,TransDigm Group Incorporated,Industrial Goods,Aerospace/Defense Products & Services,WIKI/TDG,stocks/tdg,FALSE
TDY,Teledyne Technologies Inc.,Consumer Goods,Electronic Equipment,WIKI/TDY,stocks/tdy,FALSE
TE,"TECO Energy, Inc.",Utilities,Electric Utilities,WIKI/TE,stocks/te,FALSE
TECD,Tech Data Corp.,Services,Computers Wholesale,WIKI/TECD,stocks/tecd,FALSE
TECH,Techne Corp.,Healthcare,Biotechnology,WIKI/TECH,stocks/tech,FALSE
TEAR,TearLab Corporation,Healthcare,Medical Laboratories & Research,WIKI/TEAR,stocks/tear,FALSE
TECUA,Tecumseh Products Company,Industrial Goods,Diversified Machinery,WIKI/TECUA,stocks/tecua,FALSE
TECUB,Tecumseh Products Company,,,NA,stocks/tecub,FALSE
TEG,"Integrys Energy Group, Inc.",Utilities,Gas Utilities,WIKI/TEG,stocks/teg,FALSE
TEL,TE Connectivity Ltd.,Technology,Diversified Electronics,WIKI/TEL,stocks/tel,FALSE
TELK,Telik Inc.,Healthcare,Drugs - Generic,NA,stocks/telk,FALSE
